title,genres,product rating,user score,user ratings count,platform,metascore,metascore_count,img,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release date,last_update
Age of Empires,Command RTS,Rated T For Teen,8.2,437.0,PC,83,9,/games/boxart/full_1736497AmericaFrontccc.jpg,Microsoft,Ensemble Studios,,,,,,,1997-09-30,
Kingdom Hearts,Action RPG,Rated E For Everyone,8.7,1184.0,PS2,85,46,/games/boxart/6663606ccc.jpg,Square EA,SquareSoft,8.5,,,,,,2002-09-16,
Monument Valley,Puzzle,,8.3,221.0,iOS,89,37,/games/boxart/full_4917945AmericaFrontccc.png,Ustwo Games,Ustwo Games,8.7,,,,,,2014-04-03,2018-01-21
PDC World Championship Darts 2008,Individual Sports,Rated E +10 For Everyone +10,,,PSP,43,7,/games/boxart/full_1671107PALFrontccc.jpg,Unknown,Mere Mortals,,0.01,0.01,,0.0,0.0,6/16/2009,
PDC World Championship Darts 2008,Individual Sports,Rated E +10 For Everyone +10,,,PS2,47,8,/games/boxart/full_826274AmericaFrontccc.jpg,O-Games,Mere Mortals,,,,,,,2009-06-16,
PDC World Championship Darts 2008,Individual Sports,Rated E +10 For Everyone +10,,,Wii,51,18,/games/boxart/full_2059560AmericaFrontccc.jpg,O-Games,Mere Mortals,,0.24,0.02,,0.21,0.01,2009-06-16,
PDC World Championship Darts 2008,Individual Sports,Rated E +10 For Everyone +10,,,X360,43,10,/games/boxart/full_9509323PALFrontccc.jpg,Unknown,Mere Mortals,,0.01,,,0.01,0.0,6/16/2009,
MultiVersus,2D Fighting,,,,PS5,80,11,/games/boxart/full_2309469AmericaFrontccc.jpg,Unknown,Player First Games,,,,,,,,2022-01-15
MultiVersus,2D Fighting,,,,PC,78,8,/games/boxart/full_6216689AmericaFrontccc.jpg,Unknown,Player First Games,,,,,,,,2022-01-15
MultiVersus,2D Fighting,,,,PS4,tbd,3,/games/boxart/full_1121827AmericaFrontccc.jpg,Unknown,Player First Games,,,,,,,,2022-01-15
Atari Flashback Classics,Compilation,Rated E For Everyone,,,PSV,tbd,1,/games/boxart/default.jpg,Unknown,Atari Games,,,,,,,12/13/2018,2022-08-25
Fantasy Wars,Turn-Based Tactics,Rated T For Teen,7.9,46.0,PC,67,22,/games/boxart/9266341ccc.jpg,Atari,Ino-Co,,0.0,,,0.0,0.0,2007-11-08,
Freaky Flyers,Arcade Racing,Rated T For Teen,,,XB,64,22,/games/boxart/6315053ccc.jpg,Midway Games,Midway Games,,0.03,0.02,,0.01,0.0,2003-08-05,
Freaky Flyers,Arcade Racing,Rated T For Teen,,,PS2,66,20,/games/boxart/1581624ccc.jpg,Midway Games,Midway Games,,0.1,0.05,,0.04,0.01,2003-08-05,
Freaky Flyers,Arcade Racing,Rated T For Teen,,,GC,69,14,/games/boxart/3775447ccc.jpg,Midway Games,Midway Games,,0.01,0.01,,0.0,0.0,2003-08-08,
Total War: WARHAMMER,Turn-Based Strategy,Rated T For Teen,7.4,856.0,PC,86,79,/games/boxart/full_6185222PALFrontccc.jpg,Sega,Creative Assembly,,,,,,,2016-05-24,2018-05-30
Divinity: Dragon Commander,Action RPG,,7.1,266.0,PC,76,37,/games/boxart/full_6320495AmericaFrontccc.jpg,Larian Studios,Larian Studios,,,,,,,2013-08-06,2019-02-18
City Life 2008 Edition,Management,Rated T For Teen,7.4,8.0,PC,66,14,/games/boxart/full_city-life-2008-edition_374AmericaFront.jpg,Paradox Interactive,Monte Cristo  Multimedia,,0.0,,,0.0,0.0,2008-07-29,
Winning Eleven: Pro Evolution Soccer 2007,Soccer Sim,Rated E For Everyone,6.1,8.0,X360,79,22,/games/boxart/2022110ccc.jpg,Konami,Konami Computer Entertainment Tokyo,,0.1,0.09,,0.0,0.01,2007-02-06,
Winning Eleven: Pro Evolution Soccer 2007,Soccer Sim,Rated E For Everyone,6.1,8.0,PC,88,6,/games/boxart/full_135479AmericaFrontccc.jpg,Konami,Konami Computer Entertainment Tokyo,,0.01,,,0.01,0.0,2007-06-01,
Winning Eleven: Pro Evolution Soccer 2007,Soccer Sim,Rated E For Everyone,6.1,8.0,PS2,86,19,/games/boxart/full_2440699AmericaFrontccc.jpg,Konami,Konami Computer Entertainment Tokyo,8.8,4.39,0.1,1.05,2.39,0.86,2007-02-06,
Winning Eleven: Pro Evolution Soccer 2007,Soccer Sim,Rated E For Everyone,6.1,8.0,PSP,81,10,/games/boxart/full_3255976AmericaFrontccc.jpg,Konami,Konami Computer Entertainment Tokyo,8.2,0.86,0.01,0.12,0.72,0.01,2007-02-06,
Winning Eleven: Pro Evolution Soccer 2007,Soccer Sim,Rated E For Everyone,6.1,8.0,DS,63,5,/games/boxart/full_1049855AmericaFrontccc.jpg,Konami,Konami Computer Entertainment Tokyo,,0.17,,0.17,0.0,0.0,2007-02-06,
Hearts of Iron II: Doomsday,Real-Time Strategy,Rated E For Everyone,8.1,33.0,PC,80,22,/games/boxart/full_2573629AmericaFrontccc.jpg,Paradox Interactive,Paradox Interactive,7.5,,,,,,2006-04-07,
The Settlers 7: Paths to a Kingdom,Management,Rated E +10 For Everyone +10,5.9,135.0,PC,79,33,/games/boxart/full_3106021AmericaFrontccc.png,Ubisoft,Blue Byte,7.8,0.31,,,0.27,0.04,2010-03-23,
Weird West,Action RPG,,7.0,100.0,PC,76,55,/games/boxart/full_5003588AmericaFrontccc.jpg,Unknown,WolfEye Studios,,,,,,,3/31/2022,2021-11-18
Weird West,Action RPG,,7.0,100.0,PS4,73,38,/games/boxart/full_6645299AmericaFrontccc.jpg,Unknown,WolfEye Studios,,,,,,,3/31/2022,2021-11-18
Weird West,Action RPG,,7.0,100.0,XOne,81,15,/games/boxart/full_7246451AmericaFrontccc.jpg,Unknown,WolfEye Studios,,,,,,,3/31/2022,2021-11-18
Greg Hastings' Tournament Paintball Max'd,Tactical FPS,Rated E +10 For Everyone +10,,,PS2,70,8,/games/boxart/8617273ccc.jpg,Activision,WXP,,0.01,0.01,,0.0,0.0,2006-09-26,
Greg Hastings' Tournament Paintball Max'd,Tactical FPS,Rated E +10 For Everyone +10,,,XB,69,15,/games/boxart/7028080ccc.jpg,Activision,WXP,,,,,,,2005-10-18,
Greg Hastings' Tournament Paintball Max'd,Tactical FPS,Rated E +10 For Everyone +10,,,GBA,tbd,1,/games/boxart/full_9951010AmericaFrontccc.jpg,Activision,Activision Value,2.2,0.03,0.02,,0.01,0.0,2006-01-31,
Greg Hastings' Tournament Paintball Max'd,Tactical FPS,Rated E +10 For Everyone +10,,,DS,39,4,/games/boxart/full_3315681AmericaFrontccc.jpg,Activision,Nightlight Studios,,0.04,0.03,,,0.0,2006-01-31,
The Last Tinker: City of Colors,Linear Action Adventure,,6.4,36.0,PS4,66,19,/games/boxart/full_9846252PALFrontccc.jpg,LOOT Entertainment,Mimimi Productions,,,,,,,2014-08-19,2018-09-21
Guitar Hero: On Tour Decades,Rhythm,Rated E +10 For Everyone +10,6.4,8.0,DS,72,40,/games/boxart/full_6053226AmericaFrontccc.jpg,Activision,Vicarious Visions,,1.57,0.84,,0.57,0.16,2008-11-16,
Call of Duty: Advanced Warfare,FPS,Rated M For Mature,5.8,1082.0,PS4,83,39,/games/boxart/full_514368AmericaFrontccc.jpg,Activision,Sledgehammer Games,8.5,7.53,2.84,0.14,3.34,1.22,2014-11-04,2018-01-04
Call of Duty: Advanced Warfare,FPS,Rated M For Mature,5.8,1082.0,PC,78,18,/games/boxart/full_7106923AmericaFrontccc.jpg,Activision,Sledgehammer Games,8.6,0.42,0.17,,0.22,0.03,2014-11-04,2018-01-04
Call of Duty: Advanced Warfare,FPS,Rated M For Mature,5.8,1082.0,XOne,81,53,/games/boxart/full_6401955AmericaFrontccc.jpg,Activision,Sledgehammer Games,8.3,5.22,3.25,0.01,1.49,0.48,2014-11-04,2018-01-01
NBA Live 15,Basketball,Rated E For Everyone,5.9,84.0,PS4,59,25,/games/boxart/full_2779893AmericaFrontccc.jpg,Electronic Arts,EA Tiburon,,0.25,0.16,,0.04,0.04,2014-10-28,2018-05-30
NBA Live 15,Basketball,Rated E For Everyone,5.9,84.0,XOne,53,9,/games/boxart/full_4726889AmericaFrontccc.jpg,Electronic Arts,EA Tiburon,,0.22,0.18,,0.02,0.02,2014-10-28,2018-05-30
Mario Kart: Super Circuit,Auto Racing,Rated E For Everyone,7.9,298.0,GBA,93,24,/games/boxart/2658248ccc.jpg,Nintendo,Intelligent Systems,9.3,,,,,,2001-08-26,
Brigandine: The Legend of Runersia,Turn-Based Tactics,Rated T For Teen,8.3,68.0,NS,76,31,/games/boxart/full_4921983AmericaFrontccc.png,Happinet,Matrix Software,,,,,,,2020-06-25,2020-05-10
Charlie's Angels,3D Beat-'Em-Up,Rated T For Teen,3.4,27.0,GC,23,21,/games/boxart/1953406ccc.jpg,Ubisoft,Neko Entertainment,2.5,0.02,0.01,,0.0,0.0,2003-07-09,
SOCOM: U.S. Navy SEALs Fireteam Bravo,Tactical Third Person Shooter,Rated M For Mature,6.5,22.0,PSP,82,44,/games/boxart/full_3415948AmericaFrontccc.jpg,Sony Computer Entertainment,Zipper Interactive,7.9,1.12,1.03,0.01,0.0,0.08,2005-11-08,
Ace Combat: Joint Assault,Aircraft Combat Sim,Rated T For Teen,7.1,23.0,PSP,71,30,/games/boxart/full_ace-combat-joint-assault_1AmericaFront.jpg,Namco Bandai,Project ACES,7.0,0.29,0.06,0.15,0.05,0.03,2010-08-31,
WarioWare: Twisted!,Party,Rated E For Everyone,8.6,35.0,GBA,88,39,/games/boxart/full_5993259AmericaFrontccc.jpg,Nintendo,Intelligent Systems,,0.74,0.16,0.5,0.06,0.02,2005-05-23,
Out of the Park Baseball 4,Baseball Sim,,5.7,6.0,PC,87,12,/games/boxart/full_out-of-the-park-baseball-4_831AmericaFront.jpg,Out of the Park Developments,Out of the Park Developments,,,,,,,2002-02-28,
Darkstone,Action RPG,Rated T For Teen,7.4,17.0,PS,58,10,/games/boxart/7948374ccc.jpg,Take-Two Interactive,Delphine Software International,6.7,0.66,0.37,,0.25,0.04,2001-01-28,
Little Nightmares,Linear Action Adventure,Rated T For Teen,8.0,609.0,PS4,78,53,/games/boxart/full_8956264AmericaFrontccc.jpg,Namco Bandai Games,Tarsier Studios,,0.39,0.18,0.02,0.12,0.06,2017-04-28,2019-02-20
Little Nightmares,Linear Action Adventure,Rated T For Teen,8.0,609.0,PC,81,31,/games/boxart/full_8763075AmericaFrontccc.jpg,Namco Bandai Games,Tarsier Studios,8.6,,,,,,2017-04-28,2019-02-20
Little Nightmares,Linear Action Adventure,Rated T For Teen,8.0,609.0,XOne,83,22,/games/boxart/full_7172124AmericaFrontccc.jpg,Namco Bandai Games,Tarsier Studios,,0.16,0.12,,0.03,0.02,2017-04-28,2019-02-20
F1 2016,Auto Racing Sim,Rated E For Everyone,7.8,137.0,PS4,82,49,/games/boxart/full_5248298PALFrontccc.png,Codemasters,Codemasters,8.0,0.78,0.07,0.03,0.56,0.11,2017-01-01,2018-05-14
F1 2016,Auto Racing Sim,Rated E For Everyone,7.8,137.0,PC,86,12,/games/boxart/full_4533493PALFrontccc.jpg,Codemasters,Codemasters,,,,,,,2017-01-01,2018-05-14
F1 2016,Auto Racing Sim,Rated E For Everyone,7.8,137.0,XOne,85,15,/games/boxart/full_4470358PALFrontccc.jpg,Codemasters,Codemasters,8.8,0.22,0.09,,0.12,0.02,2016-08-19,2018-05-14
Counter-Strike,Tactical FPS,Rated M For Mature,7.7,67.0,PC,88,11,/games/boxart/full_2753610AmericaFrontccc.jpg,Sierra Studios,Unknown,,,,,,,2000-11-08,
Counter-Strike,Tactical FPS,Rated M For Mature,7.7,67.0,XB,74,38,/games/boxart/full_6823063AmericaFrontccc.jpg,Microsoft Game Studios,Valve Software,,,,,,,2003-11-18,
Sega Arcade Gallery,Compilation,Rated E For Everyone,,,GBA,70,12,/games/boxart/full_8962828AmericaFrontccc.jpg,THQ,Bits Studios,,0.04,0.03,,0.01,0.0,2003-05-21,
Georifters,2D Platformer,Rated E For Everyone,,,NS,61,9,/games/boxart/full_7183688AmericaFrontccc.jpg,Another Indie,Busy Toaster,,,,,,,2020-12-01,2019-08-05
Georifters,2D Platformer,Rated E For Everyone,,,XOne,tbd,2,/games/boxart/full_6985694AmericaFrontccc.jpg,Another Indie,Busy Toaster,,,,,,,2020-12-01,2019-08-05
The Elder Scrolls Online,MMORPG,Rated M For Mature,5.7,2735.0,PC,71,64,/games/boxart/full_1750936AmericaFrontccc.jpg,Bethesda Softworks,ZeniMax Online Studios,,1.02,0.35,,0.59,0.08,2014-04-04,2018-09-15
Fading Shadows,Action Puzzle,Rated E For Everyone,,,PSP,62,13,/games/boxart/8769896ccc.jpg,Agetec,Ivolgamus,7.0,0.04,0.03,,0.0,0.0,2008-07-03,
Advance Wars: Days of Ruin,Turn-Based Tactics,Rated E +10 For Everyone +10,8.4,87.0,DS,86,55,/games/boxart/full_7145342AmericaFrontccc.jpg,Nintendo,Intelligent Systems,8.4,0.61,0.43,,0.13,0.05,2008-01-21,
Devil's Third,Third Person Shooter,Rated M For Mature,6.6,320.0,WiiU,43,55,/games/boxart/full_8926512AmericaFrontccc.jpg,Nintendo,Valhalla Game Studios,3.8,0.05,0.03,,0.02,0.0,2015-12-11,2018-01-22
Grandia II,JRPG,Rated T For Teen,8.6,54.0,DC,90,17,/games/boxart/8697916ccc.jpg,Ubisoft,Game Arts,8.6,0.2,,0.2,,0.0,2000-12-06,
Grandia II,JRPG,Rated T For Teen,8.6,54.0,PS2,71,19,/games/boxart/8710101ccc.jpg,Ubisoft,Game Arts,7.4,0.29,0.14,,0.11,0.04,2002-01-28,
Grandia II,JRPG,Rated T For Teen,8.6,54.0,PC,70,12,/games/boxart/2878296ccc.jpg,Ubisoft,Game Arts,7.7,0.0,,,0.0,,2002-03-10,
Dracula: The Last Sanctuary,Point-and-Click,Rated M For Mature,6.7,16.0,PC,68,14,/games/boxart/full_3774555AmericaFrontccc.jpg,DreamCatcher Interactive,Canal+ Multimedia,,,,,,,2001-02-11,
Draw Something,Logic Puzzle,,6.3,15.0,iOS,83,12,/games/boxart/full_8473971AmericaFrontccc.jpg,Unknown,Unknown,,,,,,,2/1/2012,
Elemental Gearbolt,Light Gun,Rated T For Teen,,,PS,76,11,/games/boxart/full_3097207AmericaFrontccc.jpg,Working Designs,Alfa System,,0.06,0.03,,0.02,0.0,1998-06-30,
Eureka Seven Vol. 2: The New Vision,Third Person Shooter,Rated T For Teen,7.0,5.0,PS2,40,17,/games/boxart/7374893ccc.jpg,Namco Bandai,Namco Bandai Games America,,0.02,,0.02,,,2007-04-23,
Final Fantasy Tactics Advance,Turn-Based Tactics,Rated E For Everyone,8.9,293.0,GBA,87,44,/games/boxart/full_5849481AmericaFrontccc.jpg,Nintendo,Square Enix,,,,,,,2003-09-08,
Final Fantasy Tactics Advance,Turn-Based Tactics,Rated E For Everyone,8.9,293.0,GBA,87,44,/games/boxart/5055837ccc.jpg,Square Enix,SquareSoft,8.9,,,,,,2003-09-08,
H1Z1: Battle Royale,Tactical FPS,Rated T For Teen,3.8,86.0,PS4,66,10,/games/boxart/full_6117981AmericaFrontccc.jpeg,Daybreak Games,Daybreak Games,,,,,,,2018-05-22,2018-09-15
30XX,2D Platformer,,7.1,7.0,PC,82,11,/games/boxart/full_6733673AmericaFrontccc.jpg,Batterystaple Games,Batterystaple Games,,,,,,,2021-12-01,2020-08-26
Halcyon 6: Starbase Commander,Turn-Based Tactics,,7.5,22.0,PC,71,14,/games/boxart/full_6277033AmericaFrontccc.jpg,"Massive Damage, Inc.","Massive Damage, Inc.",,,,,,,2016-09-09,2019-04-21
Evolve,Tactical FPS,Rated M For Mature,4.3,945.0,PS4,76,46,/games/boxart/full_3121309AmericaFrontccc.jpg,2K Games,Turtle Rock Studios,,1.01,0.38,0.05,0.41,0.16,2015-02-10,2018-05-10
Evolve,Tactical FPS,Rated M For Mature,4.3,945.0,XOne,74,31,/games/boxart/full_7569498AmericaFrontccc.jpg,2K Games,Turtle Rock Studios,,0.67,0.4,,0.2,0.06,2015-02-10,2018-05-10
Evolve,Tactical FPS,Rated M For Mature,4.3,945.0,PC,77,40,/games/boxart/full_842322AmericaFrontccc.jpg,2K Games,Unknown,,0.22,0.1,,0.1,0.02,2015-02-10,
Call of Duty: Black Ops - Annihilation,Tactical FPS,Rated M For Mature,5.0,54.0,PC,tbd,3,/games/boxart/full_call-of-duty-black-ops-annihilation_682AmericaFront.jpg,Activision,Treyarch,7.0,,,,,,2011-07-28,
Smuggler's Run 2: Hostile Territory,Auto Racing,Rated T For Teen,6.6,10.0,PS2,77,26,/games/boxart/8738169ccc.jpg,Rockstar Games,Rockstar San Diego,,,,,,,2001-10-30,
American McGee's Alice,Survival,Rated M For Mature,7.8,219.0,PC,85,34,/games/boxart/full_9887583AmericaFrontccc.jpg,Electronic Arts,Rogue Entertainment,,,,,,,2000-12-06,
Tyranny,Western RPG,Rated T For Teen,7.8,671.0,PC,80,69,/games/boxart/full_6259276PALFrontccc.jpg,Paradox Interactive,Obsidian Entertainment,,0.02,,,0.02,0.0,2016-11-15,2018-09-22
Dungeons & Dragons: Eye of the Beholder,JRPG,Rated E For Everyone,7.7,9.0,GBA,57,9,/games/boxart/1327995ccc.jpg,Atari,Pronto Games,4.8,0.26,0.19,,0.07,0.0,2002-10-30,
Growlanser Generations,Compilation,Rated T For Teen,8.8,42.0,PS2,81,19,/games/boxart/full_4731348AmericaFrontccc.jpg,Working Designs,Career Soft,,0.11,0.06,,0.04,0.01,2004-12-07,
Sparklite,Action Adventure,Rated E +10 For Everyone +10,6.3,18.0,NS,75,13,/games/boxart/full_652386AmericaFrontccc.jpg,Unknown,Red Blue Games,,,,,,,11/14/2019,2019-11-14
Sparklite,Action Adventure,Rated E +10 For Everyone +10,6.3,18.0,XOne,73,7,/games/boxart/full_5205480AmericaFrontccc.jpg,Unknown,Red Blue Games,,,,,,,11/14/2019,2019-11-14
Sparklite,Action Adventure,Rated E +10 For Everyone +10,6.3,18.0,PS4,72,17,/games/boxart/full_7802357AmericaFrontccc.jpg,Unknown,Red Blue Games,,,,,,,11/14/2019,2019-11-14
Sparklite,Action Adventure,Rated E +10 For Everyone +10,6.3,18.0,PC,70,7,/games/boxart/full_8181689AmericaFrontccc.jpg,Unknown,Red Blue Games,,,,,,,11/14/2019,2019-11-14
Wolcen: Lords of Mayhem,Action RPG,,5.6,483.0,PC,60,25,/games/boxart/full_8342676AmericaFrontccc.jpg,Unknown,WOLCEN Studio,,,,,,,3/24/2016,2019-03-10
Pikmin,Real-Time Strategy,Rated E For Everyone,8.7,233.0,GC,89,39,/games/boxart/full_5424296AmericaFrontccc.jpg,Nintendo,Nintendo EAD,8.1,,,,,,2001-12-03,
Back to Bed,Action Puzzle,,6.0,33.0,PC,57,13,/games/boxart/full_270982AmericaFrontccc.jpg,Bedtime Digital Games,Bedtime Digital Games,,,,,,,2014-08-06,2019-05-14
Back to Bed,Action Puzzle,,6.0,33.0,iOS,63,9,/games/boxart/full_7610688AmericaFrontccc.jpg,Unknown,Surreal Software,,,,,,,8/6/2014,
Back to Bed,Action Puzzle,,6.0,33.0,WiiU,56,4,/games/boxart/default.jpg,Unknown,Bedtime Digital Games,,,,,,,8/6/2014,2020-08-25
Back to Bed,Action Puzzle,,6.0,33.0,NS,tbd,1,/games/boxart/full_3337661AmericaFrontccc.png,2Awesome Studio,Bedtime Digital Games,,,,,,,2019-04-11,2019-05-14
Mario Kart 8,Auto Racing,Rated E For Everyone,8.7,2054.0,WiiU,88,82,/games/boxart/full_638065AmericaFrontccc.jpg,Nintendo,Nintendo,8.8,,,,,,2014-05-30,2020-08-02
Alan Wake,Survival,Rated T For Teen,8.3,1150.0,PC,83,30,/games/boxart/full_alan-wake_126PALFront.jpg,Remedy Entertainment,Remedy Entertainment,,,,,,,2012-02-16,2018-11-02
Alan Wake,Survival,Rated T For Teen,8.3,1150.0,X360,83,100,/games/boxart/full_1170189AmericaFrontccc.jpg,Microsoft Game Studios,Remedy Entertainment,8.3,1.33,0.66,0.05,0.5,0.12,2010-05-18,
Project X Zone 2,Turn-Based Tactics,Rated T For Teen,7.5,60.0,3DS,73,57,/games/boxart/full_5562911AmericaFrontccc.jpg,Namco Bandai Games,Monolith Soft,6.6,0.19,0.06,0.09,0.04,0.01,2016-02-16,2018-06-14
Europa Universalis III: Divine Wind,Strategy,Rated E +10 For Everyone +10,8.6,42.0,PC,71,9,/games/boxart/full_europa-universalis-iii-divine-wind_872AmericaFront.jpg,Paradox Interactive,Paradox Interactive,,,,,,,2010-12-14,
Call of Duty: Modern Warfare 3,FPS,Rated M For Mature,3.6,8929.0,X360,88,81,/games/boxart/full_call-of-duty-modern-warfare-3_517AmericaFront.jpg,Activision,Infinity Ward,8.7,14.82,9.07,0.13,4.29,1.33,2011-11-08,
Call of Duty: Modern Warfare 3,FPS,Rated M For Mature,3.6,8929.0,PS3,88,39,/games/boxart/full_call-of-duty-modern-warfare-3_278AmericaFront.jpg,Activision,Infinity Ward,8.8,13.35,5.54,0.49,5.78,1.54,2011-11-08,
Call of Duty: Modern Warfare 3,FPS,Rated M For Mature,3.6,8929.0,PC,78,26,/games/boxart/full_call-of-duty-modern-warfare-3_640AmericaFront.jpg,Activision,Infinity Ward,8.0,1.71,0.41,,0.99,0.31,2011-11-08,
Call of Duty: Modern Warfare 3,FPS,Rated M For Mature,3.6,8929.0,Wii,70,16,/games/boxart/full_call-of-duty-modern-warfare-3_824AmericaFront.jpg,Activision,Infinity Ward,4.5,0.83,0.55,,0.2,0.08,2011-11-08,
Neverwinter Nights,Western RPG,Rated T For Teen,8.2,639.0,PC,91,34,/games/boxart/full_1370744AmericaFrontccc.jpg,Atari,BioWare Corp.,8.7,,,,,,2002-06-16,
Sniper Elite III: Ultimate Edition,Tactical Third Person Shooter,Rated M For Mature,6.6,16.0,PS4,74,9,/games/boxart/default.jpg,Rebellion,Rebellion Developments,,,,,,,2015-03-10,2023-07-01
Sniper Elite III: Ultimate Edition,Tactical Third Person Shooter,Rated M For Mature,6.6,16.0,NS,73,21,/games/boxart/default.jpg,Rebellion,Rebellion Developments,,,,,,,2019-10-01,2023-07-01
Might and Magic IX,Western RPG,Rated T For Teen,4.6,25.0,PC,55,17,/games/boxart/2293573ccc.jpg,3DO,"New World Computing, Inc.",5.5,,,,,,2002-03-29,
Tekken Advance,3D Fighting,Rated T For Teen,7.6,24.0,GBA,82,14,/games/boxart/8518451ccc.jpg,Namco,Eighting / Raizing,8.3,0.45,0.32,,0.12,0.01,2002-01-28,
Dementium: The Ward,Survival,Rated M For Mature,7.7,22.0,DS,72,48,/games/boxart/7175171ccc.jpg,Gamecock,Renegade Kid,7.5,0.17,0.15,,0.01,0.01,2007-10-26,
Tropico 3: Absolute Power,Management,Rated T For Teen,8.0,16.0,PC,79,11,/games/boxart/full_tropico-3-absolute-power_659PALFront.jpg,Kalypso,Haemimont Games,,,,,,,2010-05-17,
NCAA Final Four 2003,Basketball Sim,Rated E For Everyone,,,PS2,57,16,/games/boxart/full_7146211AmericaFrontccc.jpg,Sony Computer Entertainment,989 Sports,,0.19,0.09,,0.07,0.02,2002-11-27,
Ziggurat,FPS,Rated T For Teen,7.3,26.0,PC,75,5,/games/boxart/full_8464735PALFrontccc.jpg,Milkstone Studios,Milkstone Studios,,,,,,,2014-10-23,2018-09-14
Ziggurat,FPS,Rated T For Teen,7.3,26.0,XOne,77,6,/games/boxart/full_3768456PALFrontccc.jpg,Milkstone Studios,Milkstone Studios,,0.01,,,0.01,0.0,2015-03-20,2018-09-14
Ziggurat,FPS,Rated T For Teen,7.3,26.0,PS4,80,8,/games/boxart/full_1770617AmericaFrontccc.jpg,Soedesco,Milkstone Studios,,0.01,,,0.01,0.0,2016-06-21,2018-09-14
Just Cause,Open-World Action,Rated M For Mature,6.5,46.0,PC,75,21,/games/boxart/full_5005824AmericaFrontccc.jpg,Eidos Interactive,Avalanche Studios,7.3,0.02,,,0.01,0.0,2006-09-27,
Just Cause,Open-World Action,Rated M For Mature,6.5,46.0,XB,74,17,/games/boxart/2536615ccc.jpg,Eidos Interactive,Avalanche Studios,7.3,0.0,0.0,,0.0,0.0,2006-09-27,
Just Cause,Open-World Action,Rated M For Mature,6.5,46.0,X360,73,57,/games/boxart/5381037ccc.jpg,Eidos Interactive,Avalanche Studios,7.3,0.14,0.1,0.01,0.03,0.01,2006-09-27,
Just Cause,Open-World Action,Rated M For Mature,6.5,46.0,PS2,67,23,/games/boxart/4810869ccc.jpg,Eidos Interactive,Avalanche Studios,6.9,0.02,0.01,,0.01,0.0,2006-09-27,
Guitar Hero On Tour: Modern Hits,Rhythm,Rated E +10 For Everyone +10,,,DS,70,30,/games/boxart/full_1654292AmericaFrontccc.jpg,Activision,Activision,7.3,0.37,0.13,,0.2,0.04,2009-06-09,
Blazing Angels 2: Secret Missions of WWII,Aircraft Combat Sim,Rated T For Teen,5.4,5.0,X360,72,24,/games/boxart/689689ccc.jpg,Ubisoft,Ubisoft Romania,7.6,0.14,0.11,,0.02,0.01,2007-09-18,
Blazing Angels 2: Secret Missions of WWII,Aircraft Combat Sim,Rated T For Teen,5.4,5.0,PC,72,9,/games/boxart/5865943ccc.jpg,Ubisoft,Ubisoft Romania,,0.0,,,0.0,0.0,2007-09-21,
Blazing Angels 2: Secret Missions of WWII,Aircraft Combat Sim,Rated T For Teen,5.4,5.0,PS3,70,10,/games/boxart/7001562ccc.jpg,Ubisoft,Ubisoft Romania,7.2,0.15,0.1,,0.03,0.02,2007-11-06,
Create,Puzzle,Rated E For Everyone,5.4,8.0,X360,60,19,/games/boxart/full_create_5AmericaFront.jpg,Electronic Arts,EA Bright Light,6.3,0.14,0.1,,0.03,0.01,2010-11-16,
Create,Puzzle,Rated E For Everyone,5.4,8.0,PS3,61,23,/games/boxart/full_create_2AmericaFront.jpg,Electronic Arts,EA Bright Light,6.4,0.16,0.11,,0.03,0.02,2010-11-16,
Create,Puzzle,Rated E For Everyone,5.4,8.0,Wii,62,7,/games/boxart/full_create_8AmericaFront.jpg,Electronic Arts,EA Bright Light,,0.27,0.23,,0.03,0.02,2010-11-16,
Create,Puzzle,Rated E For Everyone,5.4,8.0,PC,54,7,/games/boxart/full_create_0AmericaFront.jpg,Electronic Arts,EA Bright Light,6.0,0.06,0.04,,0.01,0.0,2010-11-16,
World of Final Fantasy Maxima,JRPG,Rated E +10 For Everyone +10,8.2,49.0,NS,79,13,/games/boxart/full_4703879AmericaFrontccc.jpg,Square Enix,Square Enix,,,,,,,2018-11-06,2018-09-13
World of Final Fantasy Maxima,JRPG,Rated E +10 For Everyone +10,8.2,49.0,PS4,71,10,/games/boxart/full_5532597AmericaFrontccc.jpg,Square Enix,Square Enix,,,,,,,2018-11-06,2018-09-13
World of Final Fantasy Maxima,JRPG,Rated E +10 For Everyone +10,8.2,49.0,PC,tbd,1,/games/boxart/full_9498281AmericaFrontccc.jpg,Square Enix,Square Enix,,,,,,,2018-11-06,2018-09-13
World of Final Fantasy Maxima,JRPG,Rated E +10 For Everyone +10,8.2,49.0,XOne,81,9,/games/boxart/full_4406508AmericaFrontccc.jpg,Square Enix,Square Enix,,0.03,0.03,,,0.0,2018-11-06,2018-09-13
Nights of Azure 2: Bride of the New Moon,Action RPG,Rated T For Teen,6.9,41.0,NS,66,8,/games/boxart/full_9174690AmericaFrontccc.jpg,Tecmo Koei,Gust,,0.06,0.02,0.01,0.02,0.0,2017-10-24,2018-09-06
